Tidak/belum pernah sekolah,Tidak/belum tamat SD,SD,SLTP,SLTA Umum/SMU,SLTA Kejuruan/SMK,Akademi/Diploma,Universitas,Total,Total_Pengangguran,year,month
2.8410384336988077,1.1393775137575006,2.4064937479715844,2.7014317593074506,1.9873827347362578,-0.6597004734045269,0.0685922583097911,-1.6226752966905655,11104693,2.4347881523408392,-1.6427399313466082,-1.028991510855053
1.6412002193368382,1.1038358874687506,2.236313711651571,2.399512631824676,2.012303216230914,-0.35471618939039457,-0.11861480515385983,-1.501533897691172,10932000,2.2044401604646304,-1.6427399313466082,0.9718253158075502
1.1726165589496405,0.23171381206499045,2.5614516404178707,2.1974394760881206,1.374561507552935,-0.9297194636996714,0.39313609273050265,-1.4144952019534232,10547917,1.5243106376745401,-1.443101398023238,-1.028991510855053
0.20503906885247636,-0.5527433939633076,1.422904334927833,1.3172876754492109,1.0915142058184482,0.34899316910986355,1.0482285718855262,-0.4631287437563125,10011142,1.4813207732880456,-1.443101398023238,0.9718253158075502
-0.06835155047039627,-0.4576844085952319,1.4962389130789804,1.0905985929432347,0.14617670443583627,-0.7760743875363123,2.249935113535196,-0.1011920244684942,9427590,0.7788897972646662,-1.2434628646998673,-1.028991510855053
0.3725112752960466,-0.5017901666367756,1.2645035511217606,0.6430863410204468,0.7200715743296011,-0.041015481702508474,0.7101959547538395,-0.2704852019204606,9394515,0.6045695958091474,-1.2434628646998673,0.9718253158075502
-0.43351806731652803,-0.7691387678379304,1.3513775227875007,0.8305539539484564,-0.0578413545489935,-0.25694012937137595,1.9220901028083128,-0.09864813401689564,9258964,0.7284568103998644,-1.0438243313764968,-1.028991510855053
0.13301003452582008,0.49174501961846157,0.13678895106865077,0.17111148916542018,0.9186135867559547,-0.04675600726604019,1.478351273451402,0.35688432560945066,8962617,0.5332189025634395,-1.0438243313764968,0.9718253158075502
-0.45760924041638357,0.48919400164954424,0.11852079091983961,-0.09226452383722412,-0.12235143225287515,-0.2590679267017071,2.429383922890574,1.0755424851924307,8592490,0.2973419048923349,-0.8441857980531263,-1.028991510855053
1.3952107235162992,0.9980261835173806,-0.11882440035963628,-0.08297895765211885,-0.013156353248231355,-0.6867068996624037,1.4991379088273564,0.4083510543879731,8319779,0.13568079387741966,-0.8441857980531263,0.9718253158075502
0.19855081380216397,0.6090438947230756,-0.33933811929692054,0.31934833997987655,0.669734623974277,-0.9453052018753169,1.7517415687895335,-0.045092865106273215,8379882,0.15382303106737902,-0.6445472647297559,-1.028991510855053
