Tidak/belum pernah sekolah,Tidak/belum tamat SD,SD,SLTP,SLTA Umum/SMU,SLTA Kejuruan/SMK,Akademi/Diploma,Universitas,Total,Total_Pengangguran,year,month
2.294200775443929,2.315626964463159,-0.4382612185341989,1.0261200116403584,0.6418093818087774,-0.7888109899958832,-0.1309378905935162,-0.6050280459872464,8681392,1.0575871802409216,-0.6445472647297559,0.9718253158075502
0.8194674188488698,1.0127185125714455,-0.0874216592826282,0.09176949719146467,-0.3171677721391807,-1.2200958908644381,-0.311483826792488,-0.5443753834300399,7757831,-0.4932361382736879,-0.44490873140638537,-1.028991510855053
0.037153118608596325,0.1523541365281839,-0.021214957652719964,0.04090680365714024,-0.8245224765053845,-1.0735827084479903,-0.8831358911820164,-1.1962549008241596,7344866,-0.8182710959608627,-0.44490873140638537,0.9718253158075502
0.5460767995259972,0.261290276035445,-0.08109150168163888,0.28867600314176173,-0.8042100636786829,-1.6843359960590722,-0.9101526397055237,-1.3225022947395302,7240897,-0.9379931128936145,-0.2452701980830149,-1.028991510855053
-0.036982247792364246,-0.06715808260921377,-0.22856631440587818,-0.017480520568591732,-0.657544869360274,-0.4965361450711473,-1.029337838866334,-1.2669920551238605,7410931,-0.5704268812753459,-0.2452701980830149,0.9718253158075502
0.9523920179665738,1.0973144881497139,-0.1744583497330959,-0.009210163896343857,-0.7502570193874296,-1.736501739402964,-0.9298617397886626,-1.4848741473351186,7147069,-1.015241678170084,-0.0456316647596444,-1.028991510855053
-0.1598641564843674,-1.022370457571994,-0.4625301299636971,-0.3027729787526929,-0.5504865731359518,-0.2722270704751026,-0.946916184741319,-0.8968954581106283,7244905,-0.8619448582873678,-0.0456316647596444,0.9718253158075502
0.769272773256743,1.0265381249519336,-0.28246790403461564,-0.10867746481740144,-1.1282974363032348,-0.7495629382460586,-0.3513820199528381,-0.47032935014198285,7454767,-0.364996302099755,0.15400686856372608,-1.028991510855053
-0.5236577961749258,-1.1950724560090713,-0.9084014282470477,-0.7509496469699366,0.3643304033520248,0.4435850785139895,-0.3785261135564055,0.06506548418681525,7560822,-0.7324987298285766,0.15400686856372608,0.9718253158075502
0.2048886165614546,0.5875328672633708,-0.48375897824438163,-0.8905792866971237,-1.7503348008224657,-0.22452215614430224,-0.39987110812954635,0.31834954590468695,7024172,-0.850198961014475,0.3536454018870966,-1.028991510855053
-0.4523434102306228,-1.074934854142053,-0.8473421964657183,-0.9354901111881058,-0.5855517264540512,0.2952700592093039,-0.6900807498109928,-0.4592005883334384,7031775,-1.0197418462476462,0.3536454018870966,0.9718253158075502
0.16799019218837377,0.4866333933875107,-0.3383439472097432,-0.9662553733820884,-1.732470604703582,-0.11980736412183493,-0.39651115717103913,-0.21814420052850098,7005262,-0.8701775538975823,0.553283935210467,-1.028991510855053
-0.38392523088848823,-0.8796189445369047,-1.1076327207672128,-0.9821061159592647,-0.7003122450889525,0.5996597672318401,-0.46280896500537483,-0.1463870615131233,7005262,-0.7645422394318118,0.553283935210467,0.9718253158075502
-0.745838216941275,-0.4203302169075145,-0.966543628155821,-1.0030050284939676,-1.3872778161962038,0.06827784727047283,0.1426385244770109,0.975996834012455,6963457,-0.9531704630958313,0.7529224685338376,-1.028991510855053
-0.9607028950566922,-1.6051629799521994,-1.1003560160892103,-1.2893382506637898,-0.5993932343427746,0.9945517883711282,-0.6536404653630423,0.5919604458849739,7073385,-1.0181906141854646,0.7529224685338376,0.9718253158075502
-0.8834644501534082,-0.5050220954169452,-0.9864270698993673,-1.07321478112,-1.3355855515267754,-0.0767715313087967,-0.1548297867678579,1.293102796511243,6898796,-1.2019996503246868,0.952561001857208,-1.028991510855053
-0.8016748234467168,-1.4236091409688416,-1.1845927528171087,-1.300891195532073,-0.42000440845744214,0.9564747796910462,-0.6977410461653738,0.6282913300433646,7104424,-1.0076310704819782,0.952561001857208,0.9718253158075502
-0.8958955706990792,-1.432566474739401,-0.9048632868669336,-1.0356891992866235,-1.1674487180959843,0.06279084649523589,-0.2213822847623137,1.1052434686989225,6925486,-1.2852996157408998,1.1521995351805785,-1.028991510855053
-0.9783058131062353,-0.64582677894944,-0.10358638148252126,-0.1757440172812003,1.467080453199144,2.7280516735545923,0.14770294035324485,2.0541388924955544,9767754,1.443461140387403,1.1521995351805785,0.9718253158075502
-1.18363557727815,-1.4713496201014367,-0.4826874155156875,-0.42299283477296123,0.43660614371097567,2.01135520595871,-0.34996163252139917,2.1654872239569323,8746008,0.4630904525749518,1.351838068503949,-1.028991510855053
-1.1188658659932924,-0.6216976014690042,-0.13741006057620864,-0.2153999128978495,0.9203841463067206,2.078361203874571,-0.7264426680558294,1.2494073798521625,9102052,0.7924102402128049,1.351838068503949,0.9718253158075502
-1.1010560760435943,-0.5594565991446689,-0.4600258481792305,-0.5504585454170332,0.28223007603955713,1.3700702902715571,-0.5370413509049901,1.468655523021916,8402153,0.09030426525129648,1.5514766018273194,-1.028991510855053
-1.282463925943053,1.601293981700738,-0.3742234392421845,-0.4561718330856141,0.9357078489985281,0.7206574905977636,-1.2802370339107843,0.1858790309561697,8425931,0.020933486449992413,1.5514766018273194,0.9718253158075502
-1.282463925943053,1.601293981700738,-0.3742234392421845,-0.4561718330856141,0.9357078489985281,0.7206574905977636,-1.2802370339107843,0.1858790309561697,8425931,0.020933486449992413,1.5514766018273194,0.9718253158075502
